x,y,z,color,r
0.115340866,0.14352055,-0.0727876,1,0.18412404
0.031440713,0.104140095,0.0279097,1,0.10878271
0.0715236,0.10158477,0.0596932,1,0.124238044
0.11611385,0.09888354,0.0950019,1,0.15251355
0.032023977,0.1308696,-0.0100286,1,0.13473079
0.071581736,0.12785211,-0.0319238,1,0.14652681
0.116807,0.12489027,-0.0569849,1,0.17100133
0.03196818,0.09243902,-0.029861901,1,0.097810715
0.07171897,0.09473828,-0.0765356,1,0.1188232
0.032535914,0.14918584,0.0468414,1,0.1526925
0.07262011,0.14592546,0.0950604,1,0.1629967
0.031525027,0.08359189,0.0329733,1,0.08933886
0.07197878,0.08706794,0.0705642,1,0.112968005
0.03175448,0.1871801,-0.0845512,1,0.18985452
0.03235806,0.18050455,-0.0064747,1,0.18338194
0.07164741,0.18363231,-0.021163099,1,0.19711465
0.03155614,0.13445896,0.028113501,1,0.13811228
0.07106698,0.13095814,0.052016202,1,0.1489985
0.11667851,0.12696639,0.0796455,1,0.17243648
0.03152757,0.08324726,0.0154719,1,0.08901738
0.07202812,0.08574302,0.023868,1,0.111981764
0.116191775,0.08825755,0.0329859,1,0.14591067
0.17162913,0.09136843,0.0444401,1,0.19443443
0.07109097,0.002243703,-0.095824204,1,0.071126364
0.115154974,0.14840816,0.067280896,0,0.18784475
0.033081416,0.022999497,-0.0105561,1,0.040290903
0.07265385,0.020082518,-0.0163486,1,0.075378306
0.116381034,0.016746799,-0.0227796,1,0.117579766
0.17226385,0.012641233,-0.0310107,1,0.17272705
0.031645644,0.19569995,0.012034601,1,0.19824207
0.0319369,0.11097893,-0.0171037,1,0.11548285
0.071881026,0.107436135,-0.049298197,1,0.12926486
0.115399614,0.10364514,-0.0843134,1,0.15511088
0.033070743,0.14837952,-0.0118048005,1,0.15202025
0.07241487,0.15137218,-0.0350488,1,0.16780181
0.115445994,0.15499526,-0.060498502,1,0.19326487
0.032044236,0.13341309,0.080220595,1,0.13720746
0.03252081,0.04652837,-0.0154467,1,0.056766998
0.0719226,0.04310009,-0.036516,1,0.08384795
0.11546054,0.039089993,-0.0598413,1,0.12189817
0.1721198,0.033841,-0.0903552,1,0.17541504
