x,y,z,color,r
0.031643905,0.19584776,-0.0007258,1,0.1983877
0.032365024,0.18008797,-0.00276658,1,0.18297315
0.0717404,0.17720093,-0.0156107,1,0.19117232
0.03190953,0.052353617,-0.086488195,1,0.061311655
0.11499538,0.07644537,0.0403763,1,0.13808632
0.17229757,0.0830593,0.060749598,1,0.19127284
0.07143743,0.10506204,0.029624,1,0.12704857
0.11523774,0.10768496,0.0471155,1,0.1577206
0.03242911,0.051395863,-0.0447907,0,0.060771555
0.032162655,0.19412512,-0.037299402,1,0.19677143
0.031531792,0.13144253,0.00414687,1,0.13517171
0.07108728,0.12773636,0.00133437,1,0.14618474
0.116890974,0.12357754,-0.0019531301,1,0.17010264
0.032003697,0.047199715,0.00927199,1,0.057026744
0.07126722,0.050838344,0.012782601,1,0.08754172
0.11589232,0.054993697,0.016690599,1,0.12827836
0.17206888,0.060099266,0.0216406,1,0.18226251
0.03183867,0.18159974,0.00330312,1,0.18436964
0.07116327,0.18269536,-0.000521873,1,0.19606583
0.032732826,0.036615882,-0.055990398,1,0.04911375
0.031987406,0.088743195,-0.058711,0,0.09433212
0.031668402,0.19375356,0.0146739995,1,0.19632454
0.03220579,0.03747935,-0.0771815,1,0.04941573
0.03193774,0.10252354,-0.00658776,1,0.10738294
0.0719304,0.105266124,-0.0111688,1,0.12749486
0.11571895,0.10810638,-0.0162177,1,0.15835993
0.03165785,0.19464584,0.0425178,1,0.1972035
0.032156993,0.06959718,-0.00633669,1,0.07666707
0.071568996,0.067242734,-0.0188742,1,0.09820237
0.115928225,0.064477496,-0.0329654,1,0.13265255
0.17252405,0.060648162,-0.0509594,1,0.18287358
0.03154867,0.0805585,0.00294194,1,0.086515844
0.07240505,0.0765896,0.0082107,1,0.10539667
0.11512309,0.07241247,0.013668801,1,0.13600327
0.17153949,0.066960044,0.0209055,1,0.18414517
0.031670824,0.19355285,0.000996876,1,0.19612688
0.031728502,0.06405704,0.0026843802,1,0.071484275
0.07111954,0.06153361,0.00409063,1,0.09404453
0.115700975,0.05865785,0.0056656296,1,0.12972069
0.172524,0.05491423,0.00769062,1,0.18105277
0.032139525,0.19608842,0.09225421,1,0.19870485
0.031737007,0.06343347,0.058033,1,0.07092984
0.032016654,0.12987816,-0.030537901,1,0.13376623
0.07275812,0.13166444,-0.0697008,1,0.15043028
0.03206275,0.07858017,-0.0668922,1,0.08486968
0.031451102,0.09834846,0.0513498,1,0.10325498
