x,y,z,color,r
0.031576917,0.07734101,0.047886003,1,0.083538815
0.032731757,0.036661427,-0.0103718005,1,0.049147006
0.072053604,0.03789851,-0.0170855,1,0.08141264
0.115457825,0.039186757,-0.0245188,1,0.121926665
0.17207284,0.040847126,-0.0342402,1,0.17685461
0.03282871,0.032599237,-0.0184316,1,0.04626483
0.072244085,0.031434584,-0.0347919,1,0.078786686
0.11575666,0.030201735,-0.0529124,1,0.11963172
0.17259334,0.028520418,-0.0765691,1,0.17493391
0.032114234,0.015755294,-0.00904063,1,0.035770845
0.072753936,0.017659489,-0.0143944,1,0.074866496
0.11622639,0.01969408,-0.0201592,1,0.11788312
0.1716108,0.022216152,-0.027434401,1,0.17304285
0.0330426,0.14939563,-0.055425398,1,0.1530061
0.031445727,0.11346725,0.0707608,1,0.117744
0.03145261,0.11630025,0.00327879,1,0.12047827
0.07127878,0.11269376,0.0146789,1,0.13334371
0.115202114,0.10864158,0.027200501,1,0.15834936
0.17087916,0.10330916,0.0431482,1,0.19968091
0.031816565,0.0580026,-0.069975406,1,0.06615584
0.03283692,0.03226268,-0.050036497,1,0.04603416
0.03200747,0.1720011,0.0158311,1,0.17495386
0.07140552,0.1689483,0.0386939,1,0.1834183
0.032135263,0.017663205,0.087942004,1,0.03666966
0.032082558,0.13765761,-0.0010487699,1,0.14134677
0.0723809,0.13963076,0.0094563905,1,0.15727602
0.11539956,0.14209498,0.0207616,1,0.18305202
0.11497601,0.0001730043,0.0267677,1,0.11497614
0.17240193,0.004960942,0.0399818,1,0.1724733
0.031728733,0.1890416,0.0128754,1,0.19168578
0.032002572,0.0028365776,-0.055076197,1,0.032128036
0.03221314,0.06516262,-0.022503,1,0.07269012
0.07162201,0.0608756,-0.0430789,1,0.093997605
0.1162967,0.056801073,-0.0664213,1,0.12942675
0.17088272,0.05196096,-0.0951225,1,0.17860807
